Vehicle_ID,Pre_Accident_Value,Cost_of_repair,odometer,engine_displacement,Damage_Type,make_nm,model_nm,fuel_type,Age,Sale_Price
1635,4284,1904.1,102255,1240,Front End,Nissan,Micra,Petrol,10,1750
1235,5355,5048.8,106369,1149,Front End,Renault,Twingo,Petrol,9,1050
3011,3250.009,9919,138184,1587,Rear End,Peugeot,206 CC,Petrol,11,450
1274,5593,4130.3,81170,998,Rear End,Citroen,C1,Petrol,7,1900
845,12792.5,7172.5,195603,2231,Side,Toyota,Avensis,Diesel,6,4250
716,10300.045,11891.6,79280,1560,Front End,Citroen,Berlingo Kombi,Diesel,5,3750
320,37479,22418.2,12680,1968,Rear End,Audi,A6,Diesel,1,17600
2421,9400.048,5819.4,99086,1390,Front End,Volkswagen,Golf,Petrol,7,4400
1701,5355,8655.5,136573,1598,Rear End,Mini,Cooper,Petrol,14,1750
296,4462.5,2854.9,254801,1896,Rear End,Volkswagen,Golf,Diesel,11,1650
301,36050.4,39709.7,67272,2993,Rear End,BMW,5,Diesel,3,16100
3010,2000.033,8000,107346,1468,Front End,Mitsubishi,Colt,Petrol,12,475
669,7983.2,15200,135477,1598,Rear End,Volkswagen,Golf VII Variant,Diesel,5,3450
1070,10168.1,16056.7,16967,1398,Side,Opel,Corsa,Petrol,0,5000
1980,7700.014,11344.5,87278,1586,Front End,FIAT,Sedici,Petrol,8,1500
974,9100,6842,17394,999,Rear End,Volkswagen,Up,Petrol,2,3800
1330,3920.812,5594.3,120063,1598,Front End,Skoda,Roomster,Petrol,9,2600
38,8092,11758.2,130360,1582,Rear End,Hyundai,i30,Diesel,5,3550
958,9758,8319.2,19811,1149,Front End,Renault,Twingo,Petrol,2,1100
61,6664,5420.2,191767,1686,Side,Opel,Astra,Diesel,7,2750
955,6009.5,8008.4,65099,1364,Rear End,Opel,Tigra,Petrol,10,1750
2649,6500.018,6191.9,51229,1598,Front End,Dacia,Sandero,Petrol,6,3150
1088,7378,14305,78223,1198,Front End,Honda,Jazz,Petrol,8,2100
1645,10499.965,23644.2,14779,1242,Front End,Ford,Fiesta,Petrol,1,2150
1231,5831,11764.7,113870,1598,Side,Opel,Astra,Petrol,10,1100
1458,14280,10217.6,35851,1596,Front End,Ford,Focus,Petrol,6,5100
195,8270.5,4454.2,98144,2149,Front End,Mercedes-Benz,C,Diesel,11,3000
688,6090.0154,2012,204788,1968,Engine Breakdown,Audi,A4,Diesel,10,4550
1170,11781,10325.1,87640,1995,Front End,BMW,1,Petrol,7,3300
1423,3357.5,4285,29817,1149,Rear End,Renault,Twingo,Petrol,9,1550
1368,17374,16311.4,25927,1199,Front End,Citroen,C4,Petrol,1,5500
1038,6545,5307,128913,1390,Side,Volkswagen,Golf,Petrol,12,1950
1593,11305,9392,74586,1984,Front End,Audi,A4,Petrol,10,3500
476,3750.047,11344.5,113240,1364,Front End,Toyota,Yaris,Diesel,7,1700
78,16541,17609.6,143916,2143,Front End,Mercedes-Benz,C,Diesel,7,6200
1338,8568,9500.8,85316,1800,Front End,Seat,Leon,Petrol,9,1950
2581,5699.981,9289.1,83454,1229,Front End,Opel,Corsa,Petrol,10,2400
505,6100.059,3680.9,148234,1968,Side,Volkswagen,Golf,Diesel,10,2700
524,8600.011,6775.9,266587,2993,Side,BMW,5,Diesel,10,4400
1570,11245.5,9251.3,80941,1364,Front End,Opel,Astra,Petrol,5,4200
2757,14042,7491.8,24935,1398,Hail,Opel,Corsa,Petrol,1,5900
1273,4284,2547.1,198047,1390,Rear End,Skoda,Fabia Combi,Petrol,8,2050
2954,3800.027,7611.6,139816,1390,Side,Volkswagen,Golf V,Petrol,14,1500
2873,15708,11662.1,57560,1197,Front End,Volkswagen,Golf VII,Petrol,4,4600
485,3900,3887,193726,1998,All Over,Mazda,6,Diesel,11,850
785,9520,18000,188791,1956,Hail,Opel,Insignia,Diesel,9,2900
65,3570,4021.4,217843,1560,Front End,Ford,Focus,Diesel,9,1600
814,10472,12359.4,138762,1598,Front End,Volkswagen,Golf VII,Diesel,4,4150
1457,4165,4006.9,87751,1248,Front End,Hyundai,i10,Petrol,9,750
1875,5699.981,8142.3,131918,1798,Side,Mitsubishi,Lancer,Petrol,9,2850
2724,5600.021,5698.4,96946,1595,Front End,Volkswagen,Golf V Plus,Petrol,13,2400
1306,10710,11090.2,46816,1197,Front End,Seat,Ibiza,Petrol,3,2600
1627,5304.226667,6577.1,44940,1198,Front End,Volkswagen,Polo,Petrol,8,3100
960,10499.965,5602,19275,999,Side,Volkswagen,Polo,Petrol,6,5200
1688,9299.969,11163.1,55538,1398,Side,Opel,Corsa D,Petrol,5,4150
1731,24499.958,22517.9,73245,1997,Front End,BMW,3er,Petrol,4,10000
1619,8913.1,6942.6,13514,1149,Side,Renault,Twingo,Petrol,3,2500
2396,19000.016,16980.6,28621,1364,Front End,Opel,Zafira,Petrol,2,6700
187,6638.7,13300,142880,1896,Side,Volkswagen,Touran,Diesel,9,3250
2412,5900.02,2973.7,33413,1242,Front End,Ford,Ka,Petrol,7,2600
749,8000.013,20000,359609,2461,Side,Volkswagen,T5 Bus,Diesel,12,3450
1724,4641,5000,67517,1086,Rear End,Hyundai,i10,Petrol,6,1750
2856,35378.2,11118.6,4208,1595,Side,Mercedes-Benz,C,Petrol,0,17000
1973,5600.021,15305,81684,1242,Front End,FIAT,500,Petrol,10,1300
3008,2618,1641.7,163332,1198,All Over,Volkswagen,Polo IV,Petrol,14,675
821,7378,6722.7,264176,2967,Hail,Audi,A6,Diesel,14,3000
1535,13090,5056.2,48593,1390,Front End,Seat,Leon,Petrol,5,4850
1258,2899.9705,5718.4,20614,999,Side,Skoda,Citigo,Petrol,5,2850
519,4899.944,6122.2,182923,1896,Front End,Volkswagen,Golf V,Diesel,11,1500
241,8020.6,9177.4,206210,2148,Front End,Mercedes-Benz,E,Diesel,10,4200
979,13361.3,6750,54662,999,Side,BMW,1,Petrol,3,10100
1360,7259,5827.3,91995,1242,Front End,Ford,Fiesta,Petrol,7,2300
1023,4450.005,5927,45138,1242,Front End,FIAT,Panda,Petrol,6,1350
1997,3699.948,2974.5,150822,1198,Front End,Volkswagen,Polo,Petrol,10,1250
1479,5042,5575.8,147582,1595,Front End,Skoda,Octavia,Petrol,8,1200
1301,17493,19014.6,31848,999,Front End,Audi,A1,Petrol,2,5500
1662,2268.9,6110.9,145864,1198,Rear End,Volkswagen,Fox,Petrol,8,1050
143,7378,10059.2,211670,1910,Side,Cadillac,Bls,Diesel,7,1650
2536,4750.004,4716.2,142951,1198,Front End,Skoda,Fabia,Petrol,6,1800
1591,8925,8848.3,68542,1339,Side,Honda,Jazz,Petrol,7,3200
353,5000.023,7983.2,259865,1968,Front End,Volkswagen,Passat,Diesel,8,1350
1153,3570,2295.5,146787,998,Front End,Toyota,Yaris,Petrol,11,1900
469,10900.043,11919.6,65769,1598,Front End,Volkswagen,Golf VI Plus,Diesel,7,3150
2332,19159.7,16336.8,47352,1984,Side,Volkswagen,Golf VII,Petrol,5,7800
246,7378,10468.2,127765,1686,Front End,Opel,Astra,Diesel,6,1900
763,14285.7,35957.3,79996,1969,Front End,Volvo,V60,Diesel,2,4300
74,12792.5,5654.2,133378,1560,Front End,Volvo,V50,Diesel,6,5300
2204,7100.016,7515.6,48972,1598,Front End,Renault,Megane Iii,Petrol,8,2950
593,23823.5,12386.8,8886,1968,Side,Audi,A3,Diesel,0,10600
2419,8200.052,15546.2,108858,1390,Front End,Volkswagen,Golf VI,Petrol,9,2750
479,3999.947,4984.4,185604,1896,Rear End,Seat,Toledo,Diesel,13,1550
1429,9639,7423.4,49996,1595,Side,Audi,A3,Petrol,11,3250
499,6710.674444,4558.9,132335,1968,Front End,Volkswagen,Passat,Diesel,9,4050
13,4760,4194,181467,1686,Front End,Opel,Astra,Diesel,7,2750
1499,5117,10056,129262,1240,Rear End,Nissan,Micra,Petrol,7,1850
373,29899.94,22698,203316,2987,Front End,Mercedes-Benz,M-Klasse,Diesel,6,15400
993,6485.5,7726,119115,1198,Rear End,Skoda,Fabia,Petrol,7,1700
2749,5371.74925,8028.9,111551,1598,Side,Mazda,3,Petrol,10,2000
359,10950.023,11010.4,175914,2143,Front End,Mercedes-Benz,C,Diesel,7,5200
2019,8500.051,6479.7,71807,1197,Front End,Volkswagen,Golf VI Plus,Petrol,8,2700
850,22999.963,12545.4,135301,1968,Front End,Volkswagen,Sharan,Diesel,4,11100
1265,6485.366125,7084.2,67097,1198,Front End,Volkswagen,Polo,Petrol,7,3550
2686,10499.965,15400,6291,998,Side,Hyundai,i10,Petrol,1,3000
3062,10591,5772.9,103667,1396,Front End,Kia,Cee'd,Petrol,5,3700
1480,17731,14984.6,50456,1598,Front End,Mini,Cooper,Petrol,7,6000
2021,5500.061,6214.8,81967,1398,Side,Toyota,Auris,Petrol,11,2650
1758,5250.042,10504.2,152029,1794,Top/Roof,Toyota,Corolla Verso,Petrol,11,1700
2336,8149.953,11975.6,10995,999,Front End,Skoda,Citigo,Petrol,1,2350
2296,9899.967,7327.2,10487,1591,Side,Hyundai,i30 cw,Petrol,2,6800
67,3193.3,4342.6,96334,1560,Front End,Ford,Focus,Diesel,8,2000
1058,4165,3224,73899,1242,Side,FIAT,Panda,Petrol,10,1300
2827,3570,3565.7,308002,1997,Front End,Citroen,C5,Petrol,12,425
2764,7378,5732,125062,2171,Front End,BMW,5er,Petrol,14,2150
3002,19397,13000,40997,1364,Hail,Opel,Mokka,Petrol,3,6300
569,15294.1,14514.3,7344,1560,Rear End,Peugeot,2008,Diesel,0,6400
2,7259,7065.9,141358,1997,Side,Peugeot,407,Diesel,10,1700
663,12499.998,33613.4,169507,2993,Side,BMW,5,Diesel,10,4600
2258,15126,14308.5,7707,1598,Side,Nissan,Juke,Petrol,0,8400
2018,5399.982,10924.4,52885,1198,Side,Skoda,Fabia,Petrol,8,1550
1285,7246.842167,18652.7,97052,1364,Side,Opel,Zafira,Petrol,5,6700
670,17310.9,9496.7,14077,1598,Front End,Volkswagen,Golf VII,Diesel,1,8100
2549,3800.027,12697.3,73482,1242,Front End,FIAT,Panda,Petrol,7,1100
840,11305,10003.3,312972,2967,All Over,Audi,A6,Diesel,11,3450
419,20549.991,18883.3,139586,2967,Front End,Audi,A6 Avant,Diesel,6,10500
361,9899.967,8425.9,134850,1968,Rear End,Volkswagen,Touran,Diesel,9,3750
832,16600.5,19643,73259,1968,Front End,Volkswagen,Caddy,Diesel,5,6000
1648,10900.043,10316.4,56824,1396,Front End,Hyundai,i30,Petrol,4,4750
2607,14705.9,13185,10775,999,Side,Seat,Ibiza,Petrol,1,7400
784,15351,24550,130980,1997,Side,Peugeot,308,Diesel,4,3300
2662,8687,13500,74764,1398,Front End,Opel,Corsa D,Petrol,6,1450
564,6100.059,8676.3,111178,1560,Front End,Mazda,2,Diesel,7,1750
637,3510.5,6205.9,92882,1995,Side,Toyota,Avensis,Diesel,12,2400
3048,19040,9057.7,25040,1395,Hail,Seat,Leon ST,Petrol,3,5700
543,7199.976,6340.7,40526,1120,Side,Kia,Rio,Diesel,4,3650
12,10049.4548,12310,113601,999,Side,Volkswagen,Golf,Diesel,6,4900
2216,3500.028,12605,155819,1798,All Over,Ford,Focus,Petrol,12,575
2942,7021,15000,135568,1390,Hail,Volkswagen,Golf V,Petrol,10,1650
603,3800.027,5709.5,210730,1896,Front End,Seat,Altea,Diesel,11,2050
2853,6664,10551.9,58588,1598,Front End,Peugeot,308,Petrol,10,1600
2862,4971.354545,4743.8,716,998,Front End,Ford,Fiesta,Petrol,0,4400
2251,5714.28,10049.8,4555,1395,All Over,Skoda,Rapid Spaceback,Petrol,0,5700
1035,8092,5307.9,81063,1364,Side,Opel,Astra,Petrol,7,2900
1584,11543,13197.5,63200,1364,Front End,Opel,Astra,Petrol,5,4150
310,7021,6724.2,205246,1896,Side,Volkswagen,Golf,Diesel,9,3700
2858,7378,14100,154432,1796,Side,Mercedes-Benz,C 180,Petrol,13,1800
809,6399.939,9350.4,208591,1598,Side,Volkswagen,Golf,Diesel,7,2300
1078,4454.278182,6107.6,80450,1398,Front End,Opel,Corsa,Petrol,6,2650
2957,7499.975,3310.3,160061,1390,Front End,Volkswagen,Passat Variant,Petrol,9,3350
2854,10055.5,7036.5,74576,1229,Side,Opel,Corsa,Petrol,3,4750
17,2699.991,3466,290644,999,Front End,Toyota,Corolla,Diesel,11,1700
639,4524.975,8350,163919,1998,Rear End,Mazda,3,Diesel,11,1100
1172,2915.5,4531.9,125330,1368,Side,FIAT,Grande Punto,Petrol,11,875
2249,5600.021,15305,81684,1242,Front End,FIAT,500,Petrol,10,1150
2451,7735,7000,126122,2488,Hail,Renault,Koleos,Petrol,9,2150
44,7735,11000,131062,1248,Front End,Opel,Corsa,Diesel,6,2550
2273,4400.025,4360.5,91252,1298,Front End,Toyota,Yaris,Petrol,13,1350
507,6100.059,10800,110133,1582,Front End,Hyundai,i30,Diesel,7,3600
1033,4046,7266.5,171351,1328,Front End,Suzuki,Swift,Petrol,10,1350
1798,2900.03,2784.3,137325,1587,Side,Peugeot,206 CC,Petrol,15,700
366,26470.6,11158.6,155,1968,Side,Volkswagen,Passat Variant,Diesel,1,14800
2710,8449,12521,17450,999,Side,Mitsubishi,Space Star,Petrol,1,1500
2234,10100.006,8502.1,143132,1984,Front End,Audi,TT,Petrol,11,4700
595,19341.73333,6993,26228,2967,All Over,Volkswagen,Touareg,Diesel,1,14000
454,29411.8,20497.2,12944,2143,Front End,Mercedes-Benz,C,Diesel,1,10900
2871,2699.991,3007.4,52853,1149,Front End,Renault,Twingo,Petrol,11,875
1772,13699.994,17934.5,43803,1591,Front End,Kia,Cee'd,Petrol,6,4900
1836,7700.014,16806.7,74023,1197,Side,Skoda,Fabia,Petrol,7,3000
1580,10115,10087.3,53345,1699,Side,Mercedes-Benz,A,Petrol,8,2450
2488,2124.983,4637.5,103574,1299,Front End,Ford,Fiesta,Petrol,14,450
2277,3200.029,4769.8,125919,1598,Front End,Renault,Scenic,Petrol,12,900
489,5749.802333,4936.8,133367,1896,Side,Volkswagen,Golf V Plus,Diesel,12,2200
297,11067,18662.5,120086,1991,Side,Mercedes-Benz,A,Diesel,6,2300
1291,4522,6181.8,182503,1798,Rear End,Mazda,6,Petrol,11,1550
2993,11999.96,10399.2,27727,1197,Front End,Skoda,Fabia,Petrol,3,5600
1951,8999.97,7829.6,79722,1242,Front End,Suzuki,Swift,Petrol,4,4200
2711,15700,22674.7,40806,1499,Front End,BMW,1er,Petrol,3,4900
1605,5831,6805,118858,1598,Front End,Opel,Meriva,Petrol,9,2000
687,8900.01,12771.2,179709,1995,Front End,Nissan,X-Trail,Diesel,10,3150
15,3258.9935,8403,233932,999,Rear End,Toyota,Yaris,Diesel,10,2300
1895,4499.985,4541.3,138811,1586,Front End,Suzuki,Sx4,Petrol,10,2800
1693,5399.982,7460,139874,1798,Front End,Ford,Focus Turnier,Petrol,9,1500
2141,6599.978,5735.5,134082,1390,Front End,Volkswagen,Polo V,Petrol,7,3350
640,7100.016,17500,147708,2148,Side,Mercedes-Benz,E,Diesel,14,2050
690,5200.062,8009.6,168212,1560,Front End,Volvo,C30,Diesel,9,1500
1750,5533.5,5546,146369,1390,Front End,Seat,Ibiza,Petrol,8,2450
400,5266.702,7892.2,48333,1461,Side,Renault,Megane Iii,Diesel,7,4050
2996,17500.021,10756.1,21951,1197,Water/Flood,Volkswagen,Polo,Petrol,2,5500
2521,8200.052,9286.1,44304,1149,Front End,Renault,Clio,Petrol,4,4350
1804,8300.012,11053.6,108382,1699,Front End,Mercedes-Benz,A,Petrol,8,2900
2209,2400.009,5456.6,107179,1997,Rear End,Peugeot,206 CC,Petrol,13,750
912,4299.946,3561.8,138896,1560,Front End,Peugeot,207,Diesel,8,2150
2645,4849.964,5854.2,82119,1388,All Over,Ford,Focus,Petrol,10,1600
1941,4899.944,6231.3,138063,1149,Front End,Renault,Clio,Petrol,8,1900
2828,5712,5986.5,83867,1598,Front End,Toyota,Corolla,Petrol,13,1750
2226,15760.96667,51406.1,5730,2996,Front End,Mercedes-Benz,C,Petrol,0,14600
140,10710,11919.3,92751,1598,Front End,Volkswagen,Polo,Diesel,6,2700
978,14756,4804,81060,1995,Rear End,BMW,1,Petrol,6,5000
2164,4299.946,5101.6,86632,998,Side,Opel,Corsa,Petrol,11,1500
1232,14042,10955.6,73285,2261,Front End,Mazda,Cx-7,Petrol,8,6200
1371,6783,6051.2,107339,1198,Front End,Skoda,Fabia,Petrol,8,2100
1165,9520,10064.5,34146,1198,Front End,Volkswagen,Polo,Petrol,6,2950
2733,10591,9723,61704,1796,Hail,Opel,Zafira,Petrol,9,3350
1554,20230,23000,151840,4606,Front End,Ford,Mustang,Petrol,12,2750
287,3570,4527.2,240693,1422,Front End,Volkswagen,Polo,Diesel,12,1150
2193,14600.8,8978.1,20629,1399,Rear End,Opel,Astra,Petrol,1,7200
2893,6366.5,5467.9,88223,1598,Undercarriage,Opel,Meriva,Petrol,10,2050
2735,2900.03,3904.8,132288,1598,All Over,Toyota,Corolla,Petrol,12,1300
3037,7021,6747.5,94704,1242,Front End,Opel,Agila,Petrol,7,2150
506,16749.964,18679.8,107709,1968,Front End,Volkswagen,Golf VII,Diesel,4,7500
1077,4938.5,9065.5,148851,1796,Front End,Opel,Astra,Petrol,11,1700
424,10222.1,10126.4,218662,2400,Side,Volvo,C30,Diesel,9,3050
2178,8600.011,7346.2,41821,1498,Front End,Mercedes-Benz,A-Klasse,Petrol,9,1600
3071,10400.005,10224.7,23835,1149,Front End,Renault,Clio,Petrol,2,4900
2859,3094,2982.8,89137,1390,All Over,Seat,Ibiza,Petrol,13,650
1883,8000.013,9446.5,48172,998,Side,Hyundai,i10,Petrol,4,3250
1953,5268.249,15000,105376,1398,Side,Opel,Corsa,Petrol,7,2550
1389,36806.7,50000,24130,1984,Burn - Interior,Volkswagen,Tiguan,Petrol,0,9100
1471,4403,3582.7,55919,995,Front End,Chevrolet,Spark,Petrol,7,1050
1746,3500.028,4681,119002,1242,Rear End,Ford,Ka,Petrol,9,2100
871,35504.2,15255.3,3379,2143,Rear End,Mercedes-Benz,C,Diesel,0,12900
2031,13277.3,16947,14141,1388,Front End,Ford,B-Max,Petrol,2,3300
1831,14800.03,10407.7,58749,1798,Front End,Toyota,Verso,Petrol,7,7100
200,11305,13616.2,91645,1991,Front End,Mercedes-Benz,B,Diesel,8,2700
2617,11186,10712.9,65262,1390,Hail,Volkswagen,Polo V,Petrol,7,3700
631,4350.045,3152.5,203634,1995,Front End,Renault,Laguna Iii,Diesel,11,2450
242,5444.25,9343.7,208507,1995,Front End,BMW,3,Diesel,13,2050
1711,3999.947,5056.5,148309,1198,Side,Skoda,Fabia,Petrol,8,1900
1708,2799.951,3700,72729,1198,Front End,Volkswagen,Fox,Petrol,9,1150
2023,10316.00182,10861.3,23812,1197,Front End,Seat,Leon,Petrol,2,6200
1183,10115,15755,69032,1390,Front End,Volkswagen,Polo,Petrol,6,1350
425,11250.022,14718.9,202317,1968,Side,Audi,A4 Avant,Diesel,8,5800
874,4403,14360,179105,1248,Rollover,Opel,Corsa,Diesel,10,350
1990,12400.038,30000,91101,1390,Top/Roof,Volkswagen,Tiguan,Petrol,9,3850
1650,6426,5906.7,98754,1390,Side,Volkswagen,Polo,Petrol,12,1800
1374,5831,6074.2,107135,1198,Rear End,Seat,Ibiza,Petrol,8,1900
2875,15273.1,8714.2,14715,1498,Front End,Ford,Focus,Petrol,0,3850
1188,11781,10924,44525,1198,Front End,Volkswagen,Polo,Petrol,4,2200
791,9200.009,4834.1,151308,1995,Front End,Opel,Vivaro,Diesel,7,6100
2375,5449.962,4672.3,114787,1248,Top/Roof,Hyundai,i20,Petrol,7,1700
1500,2300.032,4654.1,93493,1332,Rear End,Mitsubishi,Colt,Petrol,7,1750
1752,9639,10924.4,56648,1229,Side,Opel,Corsa,Petrol,5,2250
218,11662,8193,143023,1956,Side,Opel,Astra,Diesel,5,5100
3036,11662,10185.9,83473,1197,Front End,Volkswagen,Golf VI,Petrol,6,2800
156,4641,4859,333236,1896,Front End,Skoda,Octavia,Diesel,9,2750
1722,5759.957,6472.2,108512,1390,Side,Opel,Astra,Petrol,8,2450
1240,11186,6142.3,66094,1498,Front End,Mercedes-Benz,A,Petrol,8,3050
2619,7140,5703.6,67484,1595,Side,Volkswagen,Golf V,Petrol,13,1700
2889,8300.012,8603.3,31959,998,Front End,Hyundai,i10,Petrol,2,4450
1220,5831,12605,155321,1390,Rear End,Skoda,Fabia,Petrol,9,750
1087,6800.017,6710.9,130389,1995,Front End,BMW,1,Petrol,11,3800
2845,21182,37815.1,3975,998,Front End,Ford,Fiesta,Petrol,1,3550
2035,6100.059,8281.3,101940,1242,Front End,Ford,Fiesta,Petrol,6,2300
1114,5355,2485,62310,999,Rear End,Renault,Twingo,Petrol,5,2550
803,7824.672727,7537.9,31657,1499,Rear End,Ford,Focus,Diesel,1,5100
2846,5749.961,10361.7,88276,1242,Side,Suzuki,Swift,Petrol,7,2550
1853,15966.4,24815.1,6990,1197,Front End,Renault,Captur,Petrol,1,4700
1915,5999.98,12605,97182,1397,Front End,Citroen,C3,Petrol,8,3100
395,26050.4,19325.3,22104,1968,Side,Volkswagen,Passat Variant,Diesel,1,12500
652,9500.008,18900,81118,1997,Front End,Peugeot,5008,Diesel,6,3700
2225,4199.986,4074.7,51669,1388,Front End,Ford,Focus,Petrol,11,1400
2596,26180,17500,8921,1399,Hail,Opel,Astra,Petrol,1,8000
2507,6899.977,10755.8,66619,1229,Front End,Opel,Corsa D,Petrol,4,1850
1656,5171.281,11764.7,99976,1796,Front End,Mercedes-Benz,C,Petrol,14,2000
671,12499.998,9196.4,84058,1582,Front End,Kia,Cee'd,Diesel,4,6800
100,5652.5,10050,148464,1461,Front End,Dacia,Logan,Diesel,8,1050
2563,3899.987,9967.6,130485,1390,Front End,Volkswagen,Golf V,Petrol,14,500
1105,8925,7964.3,106128,1998,Front End,Honda,CR-V,Petrol,10,3700
332,6175.029,7933.4,185598,2148,Side,Mercedes-Benz,E,Diesel,16,2800
1000,3451,4400,96568,1240,Front End,Nissan,Micra,Petrol,10,875
2414,5756.149,4632,208754,1798,Rear End,Volkswagen,PASSAT Variant,Petrol,9,3250
1222,8508.5,7510,32192,1598,Side,Opel,Meriva,Petrol,8,1950
2597,5500.061,7728.9,38053,1198,All Over,Skoda,Fabia,Petrol,9,1800
406,5840.9025,12209.6,220117,1968,Front End,Volkswagen,Passat,Diesel,11,1850
2642,10700.004,6447.4,41748,999,Front End,Volkswagen,Polo,Petrol,3,5900
478,12499.998,6862.8,24629,1560,Rear End,Citroen,C3,Diesel,3,4150
2244,2731.1,905,71185,1299,Vandalism,Ford,Fiesta,Petrol,11,1850
2429,7382.264167,13839.7,200466,2494,Front End,BMW,5,Petrol,14,2450
964,4641,4791.3,33782,1242,Side,FIAT,Panda,Petrol,10,1250
1204,9520,6249.6,52190,1339,Rear End,Honda,Jazz,Petrol,6,4200
1887,2900.03,4203.8,88748,1587,Front End,Peugeot,206,Petrol,13,700
258,6664,7253.4,178763,1968,Side,Mitsubishi,Grandis,Diesel,11,2750
627,21428.6,8913.8,2141,1598,Rear End,Volkswagen,Golf,Diesel,0,9600
2545,7199.976,10577,102974,1595,Front End,Audi,A3,Petrol,10,1650
1415,2142,2255.4,113782,1108,Rear End,FIAT,Panda,Petrol,14,650
2341,12499.998,12826.2,132949,1984,All Over,Volkswagen,Tiguan,Petrol,10,4100
490,8000.013,7360.9,136669,2148,Side,Mercedes-Benz,E,Diesel,14,3250
2053,2900.03,3519.1,216459,1390,Side,Skoda,Roomster,Petrol,9,1350
3101,20468,26500,43212,1595,Front End,Mercedes-Benz,A,Petrol,3,9100
36,4165,2736.9,191113,1560,Front End,Mazda,3,Diesel,11,2100
1822,8457.783985,4043.8,155885,1995,Front End,BMW,3,Petrol,16,1150
2693,6899.977,9635.7,51606,1598,Side,Volkswagen,Golf V Variant,Petrol,14,1950
3030,8500,18291.3,57404,1229,Front End,Opel,Corsa,Petrol,3,2250
340,13999.993,12004.5,121568,1968,Front End,Audi,A4 Avant,Diesel,8,5700
1347,4046,4070.1,183097,1364,Side,Opel,Astra,Petrol,10,2150
2826,14200.032,15307.5,32666,1197,Front End,Skoda,Fabia,Petrol,2,3950
2537,13900,23826.8,7176,1197,Rear End,Renault,Clio,Petrol,0,3600
599,3599.988,5686.1,150407,1560,Side,Ford,Focus,Diesel,11,925
2804,11344.5,9325.5,4387,1398,Rear End,Opel,Corsa,Petrol,0,4100
2750,11000,15805.2,193156,1995,Side,BMW,X1,Petrol,7,5900
330,8749.951,13949.6,193200,1995,Front End,BMW,3,Diesel,8,2750
805,8999.97,14800,101047,1120,Front End,Hyundai,i20,Diesel,3,4200
1148,4998,4712.2,46040,1360,Side,Citroen,C3,Petrol,10,1450
2237,10900.043,10337.2,42924,1586,Front End,Suzuki,Sx4,Petrol,4,4850
185,16660,14306.6,138531,1995,Side,BMW,3,Diesel,6,5700
2437,6200.019,6427.1,111079,1596,Rear End,Ford,Fiesta,Petrol,9,3050
1552,6188,7522.5,167084,1796,Rear End,Mercedes-Benz,C,Petrol,13,2100
2276,7199.976,8000,24793,1349,Front End,Mazda,2,Petrol,6,2850
939,3272.5,3431.6,115758,1598,Front End,Renault,Megane Ii,Petrol,11,1250
2606,4379.869375,9723.3,48341,1198,Minor Dents/Scratches,Nissan,Note,Petrol,3,4100
1467,6545,6727.3,63515,1364,Side,Opel,Astra,Petrol,10,2550
929,13445.4,5543.4,2913,1497,Rear End,Toyota,Yaris,Hybrid Engine,0,6400
460,25299.995,29000,87847,2143,All Over,Mercedes-Benz,C-Klasse,Diesel,4,7300
536,13529.4,9514.6,17433,1582,Front End,Hyundai,i30,Diesel,1,4300
1533,3867.5,2309.7,132343,1598,Rear End,Alfa Romeo,147,Petrol,12,900
2917,4700.024,5776.6,116432,1368,Rear End,FIAT,Bravo,Petrol,9,1250
2307,9549.988,23529.4,93186,1390,Rear End,Audi,A3,Petrol,8,4250
2525,5099.983,8351.6,87603,1984,Side,Volkswagen,Golf V Variant,Petrol,14,1800
910,6500.018,14394.5,272834,2967,Front End,Audi,A6,Diesel,12,2300
2765,8330,6077.8,114848,1995,Normal Wear,BMW,1er,Petrol,11,3500
120,9282,7186.4,61592,1248,Front End,Opel,Corsa,Diesel,4,3250
2129,16799.944,17703.6,13738,1197,Front End,Renault,Megane IV,Petrol,2,7000
1130,5355,3913.9,109833,1386,Front End,Nissan,Micra,Petrol,8,1800
578,10756.3,10884.3,94214,1598,Side,Volkswagen,Caddy,Diesel,5,6900
2965,4039.844512,5063.5,120420,1198,Front End,Volkswagen,Polo IV,Petrol,16,400
2175,3965.5917,7195.6,101779,1198,Side,Volkswagen,Polo V,Petrol,7,3600
766,16722.7,15643.6,12087,2191,Side,Mazda,3,Diesel,1,6600
459,3250.009,1560.4,218385,1896,Front End,Audi,A4,Diesel,16,2100
725,7735,30000,223394,2993,Side,BMW,5,Diesel,13,1400
1680,7378,7123.5,98178,1360,Rear End,FIAT,Qubo,Petrol,7,2800
2698,2499.952,4477,153679,1390,Side,Volkswagen,Polo IV,Petrol,15,700
2099,1898.010333,3755.7,128725,1399,Front End,Hyundai,Accent,Petrol,11,1000
854,18067.2,22137.8,17220,1968,Front End,Volkswagen,Golf VII,Diesel,1,4550
2462,17500.021,10756.1,21951,1197,Water/Flood,Volkswagen,Polo,Petrol,2,8500
1482,10710,9781.4,2295,998,Front End,Toyota,Aygo,Petrol,1,3850
1785,11498.6,9629.1,19335,1798,Side,Toyota,Verso,Petrol,1,8000
1140,5950,9500,108859,1242,Side,Opel,Agila,Petrol,7,1550
188,10115,9518.5,219744,1995,Rear End,BMW,3,Diesel,11,3350
